StudentID,OrderedCourseSequence
STNR002617,"['12202', '26050', '12000', '27008', '1005', '12205', '26400', '12003', '12134', '2402', '12102', '2633', '25105', '10022', '11462', '12203', '42611']"
STNR002618,"['12202', '26050', '12000', '42415', '1005', '11462', '12205', '2633', '12003', '27002', '12102', '12139', '42611', '2402', '12320', '10022', '12203', '42340']"
STNR002619,"['12202', '26050', '12000', '25105', '1005', '12205', '26400', '2633', '12003', '27002', '12102', '12139', '42611', '2402', '12320', '10022', '12203']"
STNR002620,"['62212', '26371', '26171', '1901', '26173', '28012', '62213', '26271', '1920', '26471', '12202', '12000', '25105', '1005', '11462', '12003', '12134', '27002', '12102', '41102', '2633', '12320', '42610', '10022', '2403', '12203']"
STNR002621,"['12202', '26050', '12000', '12143', '27008', '1005', '12205', '2633', '12003', '12102', '12139', '12132', '25105', '2402', '10022', '12203']"
STNR002622,"['12202', '26050', '12000', '25105', '1005', '12205', '26400', '12003', '2402', '27002', '12102', '2633', '12143', '12320', '10022', '12203', '42340']"
STNR002623,"['12202', '26050', '12000', '26050', '25105', '1005', '26400', '25102', '1005', '12134', '12102', '41102', '42611', '25107', '26400', '12205', '10020', '12003', '12203']"
STNR002624,"['12202', '26050', '12000', '12143', '25105', '1005', '12205', '2633', '12003', '12134', '12102', '12139', '12132', '26400', '10022', '42415', '12203', '42340']"
STNR002625,"['12202', '26050', '12000', '26050', '25105', '27008', '1005', '25102', '1005', '12134', '2402', '12102', '12139', '2633', '25104', '1005', '11462', '12003', '12203']"
STNR002626,"['12202', '12000', '1005', '11462', '12205', '2633', '12003', '12102', '12139', '1005']"
STNR002627,"['12202', '26050', '12000', '27008', '1005', '12205', '26400', '12003', '12134', '2402', '12102', '2633', '25105', '25104', '10022', '11462', '12203', '42611']"
STNR002628,"['12202', '26050', '12000', '26050', '25105', '27008', '1005', '12205', '26050', '12102', '2633', '1005']"
STNR002629,"['12202', '26050', '12000', '12143', '25105', '27008', '1005', '12003', '25105', '12134', '12102', '2633', '10022', '11462', '12205', '12203', '42270', '42611', '42281', '42587', '2402', '12139', '42351', '11857', '11858', '11859', 'B12-15', '42429']"
STNR002630,"['11921', 'PRA11-30', '11767', '42259', '12000', '11127', '11127']"
STNR002631,"['10933', '1903', '11921', '11112', '11955', '11035', '1237']"
STNR002632,"['31380', '2203', '30300', '31070', '31375', '31761', '2180', '31388', '2180', '31632', 'E01-32']"
STNR002633,"['31380', '2101', '2450', '2450', 'PRA62-30', 'DE62-20']"
STNR002635,"['23102', '23302', '2402', '23206', '23552', '28231', 'S23-05-1', '23101', '23272', '23521', '23522', '26317', '23211', '28855', '26125', 'E23-30']"
STNR002636,"['12701', '27022', '27034', '27023', '10240-1', 'S47-05-1', '27026', '25106', '27016', '27026', '27051-1', '36611', '33270', 'B27-20', '27051-1', '27460', '27460', '27423', '27423', '27026', '27430', '27430', '28480', '28480', '28855', '27455', '2411', '27322', '2443', '27423', '27423', '27430', '27430', '27432', '27250', '27419', '27422', '28345', '27455', '28231', '27419']"
STNR002637,"['2323', '28342', '2508', '2323', '62999', '26271', '23101', '23521', '42490', '23522', '23102', '23520', '23552', '22508', '23102', '28231', '23564', '23521', 'S23-05-1', 'E23-30']"
STNR002638,"['23101', '42490', '23522', '23102', '23302', '23520', '28231', '23531']"
STNR002639,"['23101', '23564', '34046', '28233', '23257', '23211', 'S23-10-1', '23257', '23220', '23522', '27641', '23206', 'S23-02-1', '28231']"
STNR002640,"['28811', '34440', '46420', '41736', 'CHA60', '41742', '28316', 'E22-30']"
STNR002641,"['KU003', '26028', '31515', '2402', '1035', 'KU011', '41650', 'KU004', '31605', '2512', '31300', 'KU006', 'KU012', 'KU005', '31001', 'KU010', '31540', '31520', '31561', '2450', '2601', 'B01-15', '42490', '22525', '2807', '2456', '2458', '2504', '2582', '2506', '2806', '2514', '2582']"
STNR002642,"['10020', '26028', '31001', '31540', 'KU011', 'KU011', '41650', 'KU004', '31605', '2512', 'KU006', '41650', '1037', 'KU012', 'KU005', 'KU010', '26028', '31520', '2402', '42101', '31300', '10020', '31598', '2402', '42587', 'B22-15', '42430', '42370', '42380', '22236', '42373', '42380']"
STNR002643,"['30010', '31001', '2138', '31011', '31012', '31003', '2102', '2139', '1005', '2402', '1035', '31400', '42611', '22050', '31300', '10024', '31015', '31373', '22051', '1017', '26028', '2450', '1418', '31385', '2502', '2105', 'B22-20']"
STNR002644,"['30010', '31001', '2138', '31011', '31012', '31003', '2102', '2139', '1005', '2402', '1035', '31400', '42611', '22050', '31300', '10024', '2105', '31015', '22051', '47202', '42005', '26028', '2450', '31385', '31351', '2502', 'B47-20']"
STNR002645,"['30010', '31001', '2138', '31011', '31012', '31003', '2102', '2138', '2139', '1005', '1005', '1035', '31400', '42611', '1035', '22050', '26027', '31300', '10024', '31015', '2632', '22051', '2502', '31342', '2450', '31385', '2155', '2402', '30020', '41028', 'B31-15']"
STNR002646,"['30010', '31001', '2138', '31011', '31012', '31003', '2102', '26027', '2139', '1005', '1035', '2450', '31400', '42611', '22050', '31300', '10024', '31015', '31015', '22051', '2405', '31385', '31310', '31351', '2502', '2105']"
STNR002647,"['30010', '31001', '2138', '31011', '31012', '31003', '2102', '2138', '26027', '2139', '1005', '1005', '26027', '1005', '1005', '1037', '2138', '1037', '31400', '31400', '42611', '31400', '31400', '22050', '31300', '10024', '31015', '31373', '1037', '22051', '2502', '2138', '31342']"
STNR002648,"['30010', '31001', '2138', '31011', '31012', '31003', '2102', '2139', '1005', '1005', '1037', '2402', '26028', '31400', '42611', '31300', '10024', '31003', '2632', '31342', '2450', '2561', '2155', '22050', '2105', '31015', '2105']"
STNR002649,"['30010', '31001', '2138', '31011', '31012', '31003', '2102', '2139', '1005', '1037', '31400', '2157', '42611', '22050', '31300', '10024', '2105', '31015', '31300', '22051', '26028', '31418', '1418', '31730', '10102', 'B47-15', '34031']"
STNR002650,"['2101', '31711', '10020', '31713', '1005', '47201', '31776', '1037', '47211', '42005', '31735', '2402', '31728', '31300', '12143', '31762', '2450', '42101', '31725']"
STNR002651,"['2101', '31711', '10020', '31713', '1005', '47201', '31776', '1037', '47211', '42005', '31735', '2402', '31728', '31300', '12143', '31762', '2450', '42101', '31725']"
STNR002652,"['2101', '31711', '10020', '31713', '1005', '47201', '31776', '1037', '42005', '31735', '2402', '31728', '31300', '12143', '25105', '26027', '31762', '2450', '31725']"
STNR002653,"['31711', '10020', '31713', '1005', '47201', '31776', '42005', '31735', '2402', '1035', '31728', '31300', '12143', '31762', '2450', '42101', '2631', '42429', '31725']"
STNR002654,"['2101', '31711', '10020', '31713', '1005', '47201', '31776', '1037', '47211', '42005', '31735', '2402', '31728', '31300', '12143', '25105', '31762', '42101', '31725']"
STNR002655,"['31711', '10020', '31713', '1005', '47201', '31776', '2632', '42005', '31735', '2402', '1035', '31728', '31300', '12143', '31762', '2450', '42101', '31725']"
STNR002656,"['2101', '31711', '10020', '31713', '1005', '47201', '31776', '1037', '47211', '42005', '31735', '2402', '31728', '31300', '12143', '31762', '2450', '42101', '42429', '31725']"
STNR002657,"['2101', '31711', '10020', '31713', '1005', '47201', '31776', '1037', '47211', '42005', '31735', '2402', '31728', '31300', '12143', '26027', '31762', '2450', '42610', '42101', '42429', '31725']"
STNR002658,"['2101', '31711', '10020', '31713', '1005', '47201', '31776', '1037', '47211', '42005', '31735', '2402', '31728', '31300', '12143', '31762', '2450', '42101', '31725']"
STNR002659,"['31711', '10020', '31713', '1005', '47201', '31776', '2632', '47211', '42005', '31735', '2402', '31728', '31300', '12143', '31762', '34315', '31725']"
STNR002660,"['10020', '10033', '30100', '30120-1', '26027', '10034', '1005', '2633', '42611', '31001', '30131', '1035', '31400', '30010', '30150', '30020', '30160', '30110', '30141', '42429', '34021', '31400', '2405', '31300', '26027', '2450', '1017', '2502', '2402', 'B30-17', '1017', '2502', '2502']"
STNR002661,"['10033', '30100', '30120-1', '26027', '10034', '1005', '2633', '31001', '1035', '30010', '30150', '30020', '30160', '30110', '30141', '42611', '41618', '10104', '31300', '31003', '31070', '30131', '2138', '31400', '10851', 'B30-15']"
STNR002662,"['10033', '30100', '30120-1', '1035', '10034', '31300', '1005', '2633', '31001', '26028', '30131', '31400', '30010', '41650', '30020', '30160', '30110', '30141', '30150', '42610', '31386', 'B30-15', '31386', '30330', '30300', 'S30-05-1', '30021', '30320', '42429']"
STNR002663,"['2393', '42111', '34365', '31383', '42634', '31392', '2393', '31342', '2291', '31386', '31300', '31392']"
STNR002664,"['31391', '34366', '42634', '31300', '31392', '31388', '31390']"
STNR002665,"['41000', '10022', '41714', '41501', '1005', '2403', '41501', '42406', '41312', '41603', '1035', '42611', '31300', '2633', '41659', '26027', '2105', '41511', '41801']"
STNR002666,"['41000', '10022', '41714', '41501', '1005', '2633', '2633', '1034', '26000', '2633', '41659', '41028', '41501', '41801', '31300', '42611', '41501']"
STNR002667,"['41000', '10022', '41714', '41501', '1005', '2403', '1037', '42406', '41312', '41603', '26028', '42611', '31300', '2633', '41659', '41501', '41801', '41789']"
STNR002668,"['2101', '31711', '47201', '1005', '10020', '31713', '31776', '1037', '2402', '2631', '31735', '42005', '31300', '31728', '34322', '31762-1', '2450', '2105', '42610', '31725', '47211', '2502', '2601', '42101', '31715', 'B31-15', '34315', '2443']"
STNR002669,"['2101', '31711', '47201', '1005', '10020', '31713', '31776', '1037', '2402', '31735', '42005', '31300', '31728', '34322', '31762-1', '2450', '2105', '42610', '31725', '47202', '1017', '2418', '10605', '42101', '31715', '46000', 'B31-15', '42270']"
STNR002670,"['31501', 'KU002-2', '31502', '1005', '10020', 'KU003', '1037', '2402', '22510', '26000', 'KU011', 'KU004', '22050', 'SKU22-05-1', '2450', '41650', '2512', 'KU012', 'KU010', '22481', '31300']"
STNR002671,"['31001', '2138', '31012', '31011', '31003', '2139', '2102', '1005', '30010', '2402', '1035', '31400', '34338', '31375', '31605', '26027', '31300', '10024', '31015', '42611', '31342', '2450', 'B31-17', '2502', '34366', '31383', '2456', '31377', '31392', '31388', '31390']"
STNR002672,"['31001', '2138', '31012', '31011', '26027', '31003', '2139', '2102', '1005', '30010', '31003', '1037', '2402', '31400', '31300', '2402', '31605', '10024', '31015', '22051', '2450', '2601', '31342', '42101', '2633', '42610', '2161', 'B31-15', '1017', '2393', '2601', '42101', '2502', '2105', '2161', '2502']"
STNR002673,"['31001', '2138', '31012', '31011', '31003', '2139', '2102', '1005', '30010', '26028', '1035', '31400', '42610', '31605', '31300', '2105', '10024', '31015', '22051', '31631', '47202', '31735', '31342', '2156', '31351', '31373', 'B31-20', '31765', '28870', '31730', '31778', '31742', '46230', '31761']"
STNR002674,"['31001', '2138', '31012', '31011', '2402', '31003', '2139', '2102', '1005', '30010', '2155', '1035', '31400', '2633', '31605', '2450', '31300', '10024', '31015', '2393', '22051', '1017', '2157', '42611', '26027', 'B01-15', '2105', '42611', '2161', '2409', '1617', '42490', '2456', '2614', '2460', '42106', '42101', '2612', '2180', '2514']"
STNR002675,"['31001', '2138', '31012', '31011', '31001', '31003', '2139', '2102', '1005', '30010', '2139', '1005', '2155', '31001', '1017', '31300', '31003', '1005', '10024', '2403', '2403', '10024', '1035', '2450', '31400', '2132', '42611', '1035', '22050', '26027', '2450', '2105', '31015', '2105', '26027', '22051', '2159', '2450', 'B01-15', '2157', '31400', '26027', '2105', '2157', '2450']"
STNR002676,"['31001', '2138', '31012', '31011', '31003', '2139', '2102', '1005', '30010', '2155', '1035', '31400', '2633', '31605', '2601', '31300', '10024', '31015', '22051', '2402', '26028', '2502', '2450', 'S01-05-1', 'B01-20', '2105', '42610', '1617', '2610', '42490', '2471', '2614', '2460', '2477', '2582', '2506', '2612', '2514', '2973']"
STNR002677,"['31001', '2138', '31012', '31011', '26027', '31003', '2139', '2102', '1005', '30010', '2155', '1035', '31400', '2633', '31605', '2601', '31300', '10024', '31015', '42611', '31632', 'B31-17', '31633', '31352', '31354', '31634', '31353', '2205', 'S31-10-1', '42490', '31445']"
STNR002678,"['10033', '30100', '26027', '10034', '1005', '30010', '26027', '31001', '1035', '2138', '31400', '31003', '2102', '2139', '31373', 'S31-10-1', '2393', '2402', '31011', '2135', '31012', '31300', '22050', '31300', '31015', '2139', '42613', '2632', '22051', '2450', '31385', 'B34-15']"
STNR002679,"['31300', '31342', '42634', '31340', '2450', '31310', '31320', '2421']"
STNR002680,"['31001', '2138', '31011', '31012', '1005', '2102', '2139', '31003', '30010', '26028', '1035', '31400', '42611', '22050', '41028', '31015', '10024', '31300']"
STNR002681,"['31001', '2138', '31011', '31012', '1005', '2102', '2139', '31003', '30010', '1037', '1017', '31400', '2155', '42611', '22050', '2105', '31015', '10024', '31300', '26026']"
STNR002682,"['31001', '2138', '31011', '31012', '1005', '2102', '2139', '31003', '30010', '1035', '31400', '26000', '42611', '22050', '2105', '31015', '10024', '31300']"
STNR002683,"['31001', '2138', '31011', '31012', '1005', '2102', '2139', '31003', '30010', '1037', '2402', '31400', '2631', '42611', '22050', '31015', '10024', '31300', '26026']"
STNR002684,"['31001', '2138', '31011', '31012', '1005', '2102', '2139', '31003', '30010', '2102', '2139', '26028', '31400', '42611', '22050', '31400', '41028', '31015', '10024', '31300']"
STNR002685,"['31001', '1035', '26000', '31605', '31540', '2138', '31012', '31003', '26000', '2139', '22051', '2101', '10036', '42611', '10102', '34020', '31015', '34020', '34129', '10303', '31300', '30010', 'B47-20', '10303', '34031']"
STNR002686,"['11996', '11995', '11112', '2450', '42610', '1237', '11997', '2402', '11031', '26027', 'B11-15', '2402', '2686', '2612', '2443', '31300', '2635', '1617', '2619', '2614', '2616', '11129', '42490', '2417', 'S01-05-1', '11122', '1418', '2456', '2562', 'E01-30']"
STNR002687,"['30010', '30010', '1005', '2402', '31400', '2633', '2633', '31605', '31300', '1005', '31015', '31605', '1037', '2393', '2155', '2155', '2450', '2450', '42610', '31070', 'B31-15', 'B31-15', '31605', '26027', '26027', '2450', '2450', '31373', '2105', '2105', '42429', '22051', '22051']"
STNR002688,"['30010', '31003', '2402', '1035', '2138', '31400', '31070', '31605', '31003', '31300', '31015', '10024', '26027', '2155', '31606', '42610', '31383', '31385', '2157', '2105', '2110', '2156', 'B01-15']"
STNR002689,"['30010', '2155', '1035', '31400', '2633', '31605', '2580', '2450', '31015', '10024', '26027', '31300', 'B01-15', '42610', '42634', '2409', '2417', '2456', '1415', '2110', '2807', 'S01-07-1', '2614', '2460', '2582', '2506']"
STNR002690,"['30120-1', '30131', '31001', '1035', '31400', '31343', '30150', '30141', '30160', '30110', '30020', '2101', '2601', '30300', '10405', '30010', 'B30-15', '31300', '42610', '2393', '30350', '31310', '30352', '30340', '42490', '30220', '30230', '30330', '2450', '2456', 'E30-30', 'S30-05-1']"
STNR002691,"['2402', '2633', '2402', '30131', '31001', '31400', '33480', '30150', '30141', '30160', '30110', '30020', '30010', '2450', '2601', '31300', '30160', '42610', '2450', '2601', '30330', 'B30-15', '2601', '30320', '42490', '30350', '30300', '30530', '30554', '30340']"
STNR002692,"['1017', '2101', '2121', '1005', '10024', '31300', '42611']"
STNR002693,"['2450', '2631', '31300', '2450']"
STNR002694,"['31392', '2221', '2291', '31300']"
STNR002695,"['26030', '27016', '2631', '41680-1', '2402', '10240-1', '1006', '10018', '1037', '47202', '2601', '10041', '42610', '47203', '47205-1', '47201', '10260', '2417', '31710', '33270', '42415', '47201', '12205', '42429', 'B31-15', '31730', '2450', '31742', '46230', '31300']"
