Course,Prerequisites
02809,"02160/02161/02267, Knowledge of agile software
   development, e.g. in the form of the methods taught in 02160 or
   through working experience, is an advantage (but not a
   prerequisite)"
42083,"42042, The course requires the students to
have competences equivalent to having read and being familiar with
the book by Holtzblatt & Beyer (2017): Contextual Design:
Design for Life."
27420,"27022.­(27034/27032/27416).­(27230.­27430) , Theoretical knowledge of the
   most important areas in biochemistry. Able to solve general and
   biotechnological problems. Fundamental knowledge on basic
   principles of fermentation technology and biotechnological
   products produced by microorganisms. Knowledge of the basic
   quantitative elements, the underlying science, and the general
   concepts of biotechnological processes. Experience in
   experimental work within microbiology and fermentation
   technology."
46430,"(41015/41501/41533).­(02631/02632/02633) , knowledge to Python or Matlab
   corresponding to e.g. 02631, 02632 eller 02633"
33236,"If you have completed three semesters in any engineering or
science study programme you can enter the course."
41653,"41661/41680.41684, Materials science e.g.
   41650/​41659/​41681/​41683/​41657/​41686"
41655,"41650/41659/41681/41683/41680or41661/41664, Materials Science or metals
   technology"
41664,"41650/41659/41681/41683.­41651/41661, Materials science Metals
   technology"
41710,"41713/41781.­41782.­41704/41784.­41661, Basic knowledge on metallurgy and
   calculations of mechanical and/or thermal manufacturing
   processes."
41733,(41650/41659/41661/41681/41683/41686).­(41784/41704)
11522,"11115.­11141/11203/11937.­11112/11937/ , Participants should have
   fundamental knowledge of indoor environment, the working
   principles of climatic systems in buildings, and of heat- and
   mass transfer. Experience with IDA ICE is also
   required"
11854,11857.11858.11859
11857,"Arctic field safety course (offered first week of
semester)"
11858,"Arctic field safety course (offered first week of
semester)"
11859,1185711858
01237,01002/01004/01005/01920
11023,"11351.11352.11353.11347, Basic knowledge on building
   technology of timber structures Advance knowledge on steel and
   concrete structures"
10603,Master students
42274,42270
02160,"02002/02003/02631, Experience in procedural
   programming"
42504,"Students enrolled in the following master programmes have
priority to the course and group 1 has priority to group 2. Group
1: • Advanced Materials and Healthcare Engineering • Industrial
Engineering and Management • Mechanical Engineering Group 2: •
Applied Chemistry • Autonomous Systems • Business Analytics • Civil
Engineering • Chemical and Biochemical Engineering • Computer
Science and Engineering • Earth and Space Physics and Engineering •
Electrical Engineering • Mathematical Modelling and Computation •
Materials and Manufacturing Engineering"
30532,01005/01006/01015
11346,"11305/11343/02601/02631,
   02631(Matlab)"
41527,"41502/41534, Continuum mechanics. Knowledge of
tensors and linear finite element theory is
recommended."
41561,"02601.41812, Programming experience. Introduction
to Finite Element Analysis"
11365,"11305, Knowledge about the Finite Element
Method"
41237,"41501/41203/41236/(11341.­11342)/(41953.­41954).­11305/41958/41812.­02631/02601, Fundamental structural mechanics
   or strength of materials: Static analysis of structures and
   beams by analytical and finite element methods. Programming:
   Knowledge about a programming language and its principles, as
   the course makes use of Python."
41811,"41502.
(41560/41035/41214) .41516"
11451,"11450, Please take note that advanced
mechanics concepts are introduced and utilized in this course;
i.e., it is best suited for students that naturally gravitate
towards analytic treatment. Some coding ability is required for
performing the tasks."
11569,"11563, Concrete Technology"
11347,"11305.02601, or equivalent"
12336,"12102/12320, Skills in hydrology, hydrogeology an
environmental processes are recommended."
25322,"25316, or similar"
11128,"11117, Basic knowledge and experience on
solar heating systems or PV systems"
11031,11000/11990
11311,41205/41203/11342
11995,11990.11993
41591,"The course is designed for Ph.D.-students and final-year
graduate students being familiar with the basic concepts of the
finite element method. Knowledge corresponding to a course in FEM
as well as Matlab experience is assumed."
62362,"41236/62263, The student must have passed all
   obligatory courses regarding Mechanics and structural
   engineering in 1. - 4. semester."
62363,62315/62318.62325.41236.62335.62255.62257.62259
11966,"11995, Education similar to Bachelor in
Architectural Engineering at DTU"
42375,"42372, Or other equivalent LCA
course"
11121,11000/11141/62318/11937
11691,"Courses being part of the described recommended curriculum in
BSc in Building Technology"
31728,"02101./30010./02318. , or equivalent basic knowledge
   about C or Java programming, internet protocols or web
   programming"
41112,"41102, Data analysis is typically done with
Excel or Python (Matlab)."
41660,"41650/41652/41657/41661/41659.­41653/41654/41655, Introductory materials science
   and engineering"
41323,"41312/41065/41102.02631/02633/28864, Knowledge of basic fluid
   mechanics and basic knowledge of Matlab or
   similar."
41732,41713/41781.41704/41784
12122,"41102/12320, Basic understanding of hydraulic
   and hydrological phenomena and
   calculations"
11319,11318.­11561.­11946/41650.­41713.­41704.­
11853,"11857.11858.11859, A background in civil engineering,
building design, or related fields + the above mentioned courses or
corresponding arctic experience."
41562,"41312.41560/41535, Hydrostatics, pipe flows, loss
   coefficients, conservation equations (control volume) Dynamic
   characteristics of single degree of freedom systems,
   eigenfrequency and damping."
42008,"02402/02403, Or a similar introductory course
   in statistics"
46200,"46300, Wind turbine technology and
aerodynamics. Programming knowledge, eg.
02633"
11332,"41203.02631, Structural mechanics Introduction
   to programming and data processing"
11411,"11946.11561.41102, Basic material properties: PSD,
   Unit weight, Strength and Stiffness."
42196,"02402, or similar introduction to
statistics."
62383,"62325/62328/11831, It is recommented that you have
   had your intership before following the
   course."
02692,11714(11711)/01905(10913)
30010,"02101.02102.02002, Knowledge of programming
   principles corresponding to 02101 or 02102, or
   02002."
30110,"Courses corresponding to the content of the recommended
mandatory courses in the first three semesters in the Earth and
Space Physics and Engineering bachelor
program."
30131,10033.10034
30141,10033.10034.
30150,"01035.­(30140/30141/30142).­(30130/30131) , Basic programming skills in
   Matlab or Python are important."
30230,(02631/02632/02633).­01035
30560,(10020/10022/10024/10033).­01035.­(30140.­30141.­30142).­30150
31400,"31001.31003.01005, The course requires a fundamental
   knowledge of electromagnetic quantities (charge, current, and
   field), mathematics (scalar and vector functions of multiple
   variables, vector analysis), and circuit
   theory."
02135,02003/02631
12227,"12102.25105, and a course on general
   chemistry"
